.id,sciname,year,code,category
pelagodroma marina,pelagodroma marina,1994,LR/lc,Lower Risk/least concern
pelagodroma marina,pelagodroma marina,1988,LR/lc,Lower Risk/least concern
anous ceruleus,anous ceruleus,2018,LC,Least Concern
anous ceruleus,anous ceruleus,2016,LC,Least Concern
anous ceruleus,anous ceruleus,2014,LC,Least Concern
pseudobulweria rostrata,pseudobulweria rostrata,2018,NT,Near Threatened
pseudobulweria rostrata,pseudobulweria rostrata,2016,NT,Near Threatened
pseudobulweria rostrata,pseudobulweria rostrata,2012,NT,Near Threatened
pseudobulweria rostrata,pseudobulweria rostrata,2010,NT,Near Threatened
pseudobulweria rostrata,pseudobulweria rostrata,2008,NT,Near Threatened
pseudobulweria rostrata,pseudobulweria rostrata,2005,NT,Near Threatened
pseudobulweria rostrata,pseudobulweria rostrata,2004,NT,Near Threatened
pseudobulweria rostrata,pseudobulweria rostrata,2000,LR/nt,Lower Risk/near threatened
pseudobulweria rostrata,pseudobulweria rostrata,1994,LR/lc,Lower Risk/least concern
pseudobulweria rostrata,pseudobulweria rostrata,1988,LR/lc,Lower Risk/least concern
pterodroma neglecta,pterodroma neglecta,2018,LC,Least Concern
pterodroma neglecta,pterodroma neglecta,2016,LC,Least Concern
pterodroma neglecta,pterodroma neglecta,2012,LC,Least Concern
pterodroma neglecta,pterodroma neglecta,2009,LC,Least Concern
pterodroma neglecta,pterodroma neglecta,2008,LC,Least Concern
pterodroma neglecta,pterodroma neglecta,2004,LC,Least Concern
pterodroma neglecta,pterodroma neglecta,2000,LR/lc,Lower Risk/least concern
pterodroma neglecta,pterodroma neglecta,1994,LR/lc,Lower Risk/least concern
pterodroma neglecta,pterodroma neglecta,1988,LR/lc,Lower Risk/least concern
pterodroma alba,pterodroma alba,2018,EN,Endangered
pterodroma alba,pterodroma alba,2016,EN,Endangered
pterodroma alba,pterodroma alba,2012,EN,Endangered
pterodroma alba,pterodroma alba,2010,EN,Endangered
pterodroma alba,pterodroma alba,2008,EN,Endangered
pterodroma alba,pterodroma alba,2007,EN,Endangered
pterodroma alba,pterodroma alba,2006,EN,Endangered
pterodroma alba,pterodroma alba,2004,EN,Endangered
pterodroma alba,pterodroma alba,2000,VU,Vulnerable
pterodroma alba,pterodroma alba,1994,LR/lc,Lower Risk/least concern
pterodroma alba,pterodroma alba,1988,LR/lc,Lower Risk/least concern
pterodroma cervicalis,pterodroma cervicalis,2018,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,2016,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,2012,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,2010,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,2008,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,2006,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,2004,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,2000,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,1996,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,1994,VU,Vulnerable
pterodroma cervicalis,pterodroma cervicalis,1988,LR/lc,Lower Risk/least concern
pterodroma heraldica,pterodroma heraldica,2018,LC,Least Concern
pterodroma heraldica,pterodroma heraldica,2016,LC,Least Concern
pterodroma heraldica,pterodroma heraldica,2012,LC,Least Concern
pterodroma heraldica,pterodroma heraldica,2009,LC,Least Concern
pterodroma heraldica,pterodroma heraldica,2008,LC,Least Concern
pterodroma heraldica,pterodroma heraldica,2004,LC,Least Concern
pterodroma heraldica,pterodroma heraldica,2000,LR/lc,Lower Risk/least concern
pterodroma heraldica,pterodroma heraldica,1994,NR,Not Recognized
pterodroma heraldica,pterodroma heraldica,1988,NR,Not Recognized
puffinus bailloni,puffinus bailloni,2018,LC,Least Concern
puffinus bailloni,puffinus bailloni,2016,LC,Least Concern
puffinus bailloni,puffinus bailloni,2014,LC,Least Concern
puffinus nativitatis,puffinus nativitatis,2018,LC,Least Concern
puffinus nativitatis,puffinus nativitatis,2016,LC,Least Concern
puffinus nativitatis,puffinus nativitatis,2012,LC,Least Concern
puffinus nativitatis,puffinus nativitatis,2009,LC,Least Concern
puffinus nativitatis,puffinus nativitatis,2008,LC,Least Concern
puffinus nativitatis,puffinus nativitatis,2004,LC,Least Concern
puffinus nativitatis,puffinus nativitatis,2000,LR/lc,Lower Risk/least concern
puffinus nativitatis,puffinus nativitatis,1994,LR/lc,Lower Risk/least concern
puffinus nativitatis,puffinus nativitatis,1988,LR/lc,Lower Risk/least concern
thalasseus bergii,thalasseus bergii,2018,LC,Least Concern
thalasseus bergii,thalasseus bergii,2016,LC,Least Concern
thalasseus bergii,thalasseus bergii,2015,LC,Least Concern
thalasseus bergii,thalasseus bergii,2012,LC,Least Concern
thalasseus bergii,thalasseus bergii,2009,LC,Least Concern
thalasseus bergii,thalasseus bergii,2008,LC,Least Concern
thalasseus bergii,thalasseus bergii,2004,LC,Least Concern
